"ParasiteReportedName","ParasiteCorrectedName","HasBinomialName","NameObservations","FLAG","NameID","NameCitation","ParType","ParPhylum","ParClass","ParOrder","ParFamily","StrainorSubsps"
"Trichostrongylus anomalus","Trichostrongylus anomalus","yes","valid name in GBIF","","GBIF ID 11473618","","Helminth","Nematoda","Secernentea","Strongylida","Trichostrongylidae",""
"Trichostrongylus askivali","Trichostrongylus askivali","yes","valid name in GBIF","","GBIF ID 11473619","","Helminth","Nematoda","Secernentea","Strongylida","Trichostrongylidae",""
"Trichostrongylus auriculatus","Trichostrongylus auriculatus","yes","valid name in GBIF","","GBIF ID 11555467","","Helminth","Nematoda","Secernentea","Strongylida","Trichostrongylidae",""
"Trichostrongylus axei","Trichostrongylus axei","yes","valid name in NCBI","","NCBI 40349","","Helminth","Nematoda","Secernentea","Strongylida","Trichostrongylidae",""
"Tricostrongylus axei","Trichostrongylus axei","yes","valid name in NCBI","","NCBI 40349","","Helminth","Nematoda","Secernentea","Strongylida","Trichostrongylidae",""
"Trichostrongylus capricola","Trichostrongylus capricola","yes","valid name in NCBI","","NCBI 126400","","Helminth","Nematoda","Secernentea","Strongylida","Trichostrongylidae",""
"Trichostrongylus colubriformis","Trichostrongylus colubriformis","yes","valid name in NCBI","","NCBI 6319","","Helminth","Nematoda","Secernentea","Strongylida","Trichostrongylidae",""
"Trichostrongylus deflexus","Trichostrongylus deflexus","yes","valid name in GBIF","","GBIF ID 11555470","","Helminth","Nematoda","Secernentea","Strongylida","Trichostrongylidae",""
"Trichstrongylus deflexus","Trichostrongylus deflexus","yes","valid name in GBIF","","GBIF ID 11555470","","Helminth","Nematoda","Secernentea","Strongylida","Trichostrongylidae",""
"Trichostrongylus dosteri","Trichostrongylus dosteri","yes","valid name in GBIF","","GBIF ID 11656401","","Helminth","Nematoda","Secernentea","Strongylida","Trichostrongylidae",""
"Trichostrongylus falculatus","Trichostrongylus falculatus","yes","valid name in GBIF","","GBIF ID 11473625","","Helminth","Nematoda","Secernentea","Strongylida","Trichostrongylidae",""
"Trichostrongylus cf. falculatus","Trichostrongylus falculatus","yes","valid name in GBIF","","GBIF ID 11473625","","Helminth","Nematoda","Secernentea","Strongylida","Trichostrongylidae",""
"Trichostrongylus instabilis","Trichostrongylus instabilis","yes","valid name in GBIF","","GBIF ID 11555474","","Helminth","Nematoda","Secernentea","Strongylida","Trichostrongylidae",""
"Trichostrongylus longispicularis","Trichostrongylus longispicularis","yes","valid name in NCBI","","NCBI 6318","","Helminth","Nematoda","Secernentea","Strongylida","Trichostrongylidae",""
"Trichostrongylus minor","Trichostrongylus minor","yes","valid name in GBIF","","GBIF ID 11555477","","Helminth","Nematoda","Secernentea","Strongylida","Trichostrongylidae",""
"Trichostrongylus pietersei","Trichostrongylus pietersei","yes","valid name in GBIF","","GBIF ID 11555480","","Helminth","Nematoda","Secernentea","Strongylida","Trichostrongylidae",""
"Trichostrongylus probolurus","Trichostrongylus probolurus","yes","valid name in NCBI","","NCBI 53330","","Helminth","Nematoda","Secernentea","Strongylida","Trichostrongylidae",""
"Trichostrongylus rugatus","Trichostrongylus rugatus","yes","valid name in NCBI","","NCBI 53331","","Helminth","Nematoda","Secernentea","Strongylida","Trichostrongylidae",""
"Trichostrongylus","Trichostrongylus sp.","no","valid name in NCBI","","NCBI 6318","","Helminth","Nematoda","Secernentea","Strongylida","Trichostrongylidae",""
"Trichostrongylus sp.","Trichostrongylus sp.","no","valid name in NCBI","","NCBI 6315","","Helminth","Nematoda","Secernentea","Strongylida","Trichostrongylidae",""
"Trichostrongylus sp.","Trichostrongylus sp.","no","valid name in NCBI","","NCBI 6318","","Helminth","Nematoda","Secernentea","Strongylida","Trichostrongylidae",""
"Trichostrongylus spp.","Trichostrongylus sp.","no","valid name in NCBI","","NCBI 6315","","Helminth","Nematoda","Secernentea","Strongylida","Trichostrongylidae",""
"Trichostrongylus subtilis","Trichostrongylus subtilis","yes","valid name in GBIF","","GBIF ID 11473635","","Helminth","Nematoda","Secernentea","Strongylida","Trichostrongylidae",""
"Trichostrongylus thomasi","Trichostrongylus thomasi","yes","valid name in GBIF","","GBIF ID 11473636","","Helminth","Nematoda","Secernentea","Strongylida","Trichostrongylidae",""
"Trichostrongylus vitrinus","Trichostrongylus vitrinus","yes","valid name in NCBI","","NCBI 40352","","Helminth","Nematoda","Secernentea","Strongylida","Trichostrongylidae",""
"Trichuris campanula","Trichuris campanula","yes","valid in papers","","Traversa et al. 2011","Traversa, D., Di Cesare, A., Lia, R. P., Castagna, G., Meloni, S., Heine, J., ... & Schaper, R. (2011). New insights into morphological and biological features of Capillaria aerophila (Trichocephalida, Trichuridae). Parasitology research, 109(1), 97-104.","Helminth","Nematoda","Enoplea","Trichocephalida","Trichuridae",""
"Trichuris capreoli","Trichuris capreoli","yes","valid in papers","","Salaba et al. 2013","Salaba, O., Rylkov·, K., Vadlejch, J., Petrt˝l, M., Sch·nkov·, ä., Broûov·, A., ... & Langrov·, I. (2013). The first determination of Trichuris sp. from roe deer by amplification and sequenation of the ITS1-5.8 S-ITS2 segment of ribosomal DNA. Parasitology research, 112(3), 955-960.","Helminth","Nematoda","Enoplea","Trichocephalida","Trichuridae",""
"Trichuris discolor","Trichuris discolor","yes","valid name in NCBI","","NCBI 483153","","Helminth","Nematoda","Enoplea","Trichocephalida","Trichuridae",""
"Trichuris dispar","Trichuris dispar","yes","valid name in NCBI","","NCBI 1616775","","Helminth","Nematoda","Enoplea","Trichocephalida","Trichuridae",""
"Trichuris globulosa","Trichuris globulosa","yes","valid in papers","","Salaba et al. 2013","Salaba, O., Rylkov·, K., Vadlejch, J., Petrt˝l, M., Sch·nkov·, ä., Broûov·, A., ... & Langrov·, I. (2013). The first determination of Trichuris sp. from roe deer by amplification and sequenation of the ITS1-5.8 S-ITS2 segment of ribosomal DNA. Parasitology research, 112(3), 955-960.","Helminth","Nematoda","Enoplea","Trichocephalida","Trichuridae",""
"Trichuris lemuris","Trichuris lemuris","yes","valid in papers","","Leles et a. 2012","Leles, D., Gardner, S. L., Reinhard, K., IÒiguez, A., & Araujo, A. (2012). Are Ascaris lumbricoides and Ascaris suum a single species?. Parasites & vectors, 5(1):42.","Helminth","Nematoda","Enoplea","Trichocephalida","Trichuridae",""
"Trichocephalus ovis","Trichuris ovis","yes","valid name in NCBI","","NCBI 93034","","Helminth","Nematoda","Enoplea","Trichocephalida","Trichuridae",""
"Trichuris ovis","Trichuris ovis","yes","valid name in NCBI","","NCBI 93034","","Helminth","Nematoda","Enoplea","Trichocephalida","Trichuridae",""
"Trichuris skrjabini","Trichuris skrjabini","yes","valid name in NCBI","","NCBI 198341","","Helminth","Nematoda","Enoplea","Trichocephalida","Trichuridae",""
"Trichuris sp.","Trichuris sp.","no","valid name in NCBI","","NCBI 36086","","Helminth","Nematoda","Enoplea","Trichocephalida","Trichuridae",""
"Trichuris","Trichuris sp.","no","valid name in NCBI","","NCBI 36086","","Helminth","Nematoda","Enoplea","Trichocephalida","Trichuridae",""
"Trichuris spp.","Trichuris sp.","no","valid name in NCBI","","NCBI 36086","","Helminth","Nematoda","Enoplea","Trichocephalida","Trichuridae",""
"Tricuris sp.","Trichuris sp.","no","valid name in NCBI","","NCBI 36086","","Helminth","Nematoda","Enoplea","Trichocephalida","Trichuridae",""
"Tricocephalus sp.","Trichuris sp.","no","valid name in NCBI","","NCBI 36086","","Helminth","Nematoda","Enoplea","Trichocephalida","Trichuridae",""
"Trichuris suis","Trichuris suis","yes","valid name in NCBI","","NCBI 68888","","Helminth","Nematoda","Enoplea","Trichocephalida","Trichuridae",""
"Trichuris tenuis","Trichuris tenuis","yes","valid in papers","","Leles et a. 2012","Leles, D., Gardner, S. L., Reinhard, K., IÒiguez, A., & Araujo, A. (2012). Are Ascaris lumbricoides and Ascaris suum a single species?. Parasites & vectors, 5(1):42.","Helminth","Nematoda","Enoplea","Trichocephalida","Trichuridae",""
"Trichuris trichiura","Trichuris trichiura","yes","valid name in NCBI","","NCBI 36087","","Helminth","Nematoda","Enoplea","Trichocephalida","Trichuridae",""
"Trichuris cf. trichiura","Trichuris trichiura","yes","valid name in NCBI","","NCBI 36087","","Helminth","Nematoda","Enoplea","Trichocephalida","Trichuridae",""
"Trichuris trichuria","Trichuris trichiura","yes","valid name in NCBI","","NCBI 36087","","Helminth","Nematoda","Enoplea","Trichocephalida","Trichuridae",""
"Trichuris trichura","Trichuris trichiura","yes","valid name in NCBI","","NCBI 36087","","Helminth","Nematoda","Enoplea","Trichocephalida","Trichuridae",""
"Trichurus vulpis","Trichuris vulpis","yes","valid name in NCBI","","NCBI 219738","","Helminth","Nematoda","Enoplea","Trichocephalida","Trichuridae",""
"Trichuris vulpis","Trichuris vulpis","yes","valid name in NCBI","","NCBI 219738","","Helminth","Nematoda","Enoplea","Trichocephalida","Trichuridae",""
"Trichurus spp.","Trichurus sp.","no","valid name in NCBI","","NCBI 186363","","Helminth","Nematoda","Enoplea","Trichocephalida","Trichuridae",""
"Triodontophorus brevicauda","Triodontophorus brevicaudata","yes","valid name in NCBI","","NCBI 402212","","Helminth","Nematoda","Secernentea","Strongylida","Strongylidae",""
"Triodontophorus burchelli","Triodontophorus burchelli","yes","valid in papers","","Duan et al. 2015","Duan, H., Gao, J. F., Hou, M. R., Zhang, Y., Liu, Z. X., Gao, D. Z., ... & Wang, C. R. (2015). Complete Mitochondrial genome of an equine intestinal parasite, Triodontophorus brevicauda (Chromadorea: Strongylidae): the first characterization within the genus. Parasitology international, 64(5), 429-434.","Helminth","Nematoda","Secernentea","Strongylida","Strongylidae",""
"Triodontophorus hartmannae","Triodontophorus hartmannae","yes","valid in papers","","Duan et al. 2015","Duan, H., Gao, J. F., Hou, M. R., Zhang, Y., Liu, Z. X., Gao, D. Z., ... & Wang, C. R. (2015). Complete Mitochondrial genome of an equine intestinal parasite, Triodontophorus brevicauda (Chromadorea: Strongylidae): the first characterization within the genus. Parasitology international, 64(5), 429-434.","Helminth","Nematoda","Secernentea","Strongylida","Strongylidae",""
"Triodontophorus minor","Triodontophorus minor","yes","valid name in NCBI","","NCBI 1735159","","Helminth","Nematoda","Secernentea","Strongylida","Strongylidae",""
"Triodontophorus nipponicus","Triodontophorus nipponicus","yes","valid name in NCBI","","NCBI 1678062","","Helminth","Nematoda","Secernentea","Strongylida","Strongylidae",""
"Triodontophorus serratus","Triodontophorus serratus","yes","valid name in NCBI","","NCBI 54002","","Helminth","Nematoda","Secernentea","Strongylida","Strongylidae",""
"Triodontophorus","Triodontophorus sp.","no","valid name in NCBI","","NCBI 54001","","Helminth","Nematoda","Secernentea","Strongylida","Strongylidae",""
"Triodontophorus tenuicollis","Triodontophorus tenuicollis","yes","valid in papers","","Duan et al. 2015","Duan, H., Gao, J. F., Hou, M. R., Zhang, Y., Liu, Z. X., Gao, D. Z., ... & Wang, C. R. (2015). Complete Mitochondrial genome of an equine intestinal parasite, Triodontophorus brevicauda (Chromadorea: Strongylidae): the first characterization within the genus. Parasitology international, 64(5), 429-434.","Helminth","Nematoda","Secernentea","Strongylida","Strongylidae",""
"Tristriata sp.","Tristriata sp.","no","valid name in NCBI","","NCBI 1909380","","Helminth","Platyhelminthes","Trematoda","Echinostomida","Notocotylidae",""
"Troglocorys cava","Troglocorys cava","yes","valid in papers","","PomajbÌkov· et al. 2012","PomajbÌkov·, K., Petrûelkov·, K. J., Petr·öov·, J., Profousov·, I., Kalousov·, B., Jirku, M., ... & Modr˝, D. (2012). Distribution of the entodiniomorphid ciliate Troglocorys cava Tokiwa, Modr˝, Ito, PomajbÌkov·, Petrûelkov·, & Imai,(Entodiniomorphida: Blepharocorythidae) in wild and captive chimpanzees. Journal of Eukaryotic Microbiology, 59(1), 97-99.","Protozoa","Ciliophora","Litostomatea","Entodiniomorphida","Blepharocorythidae",""
"Troglodytella abrassarti","Troglodytella abrassarti","yes","valid name in NCBI","","NCBI 482403","","Protozoa","Ciliophora","Litostomatea","Entodiniomorphida","Troglodytellidae",""
"Troglostrongylus wilsoni","Troglostrongylus wilsoni","yes","valid name in NCBI","","NCBI 242472","","Helminth","Nematoda","Secernentea","Rhabditida","Crenosomatidae",""
"Troglotrema acutum","Troglotrema acutum","yes","valid name in NCBI","","NCBI 1530218","","Helminth","Platyhelminthes","Trematoda","Plagiorchiida","Troglotrematidae",""
"Troglotrema acutum","Troglotrema acutum","yes","valid name in NCBI","","NCBI 1530218","","Helminth","Platyhelminthes","Trematoda","Plagiorchiida"," Troglotrematidae",""
"Sellacotyle mustelae","Troglotrema mustelae","yes","valid name in ITIS","","","","Helminth","Platyhelminthes","Trematoda","Plagiorchiida","Troglotrematidae",""
"Trombicula","Trombicula sp.","no","valid name in NCBI","","NCBI 92251","","Arthropod","Arthropoda","Arachnida","Parasitengona","Trombiculidae",""
"Trypanosoma advieri","Trypanosoma advieri","yes","valid name in papers","","","Hoare, C. A. (1972). The trypanosomes of mammals. A zoological monograph.†The trypanosomes of mammals. A zoological monograph.","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma  brimonti","Trypanosoma brimonti","yes","valid name in papers","","","Hoare, C. A. (1972). The trypanosomes of mammals. A zoological monograph.†The trypanosomes of mammals. A zoological monograph.","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma brucei","Trypanosoma brucei","yes","valid name in NCBI","","NCBI 5691","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma brucei gambiense","Trypanosoma brucei","yes","valid name in NCBI","","NCBI 31285","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","gambiense"
"Trypanosoma brucei congolense","Trypanosoma brucei","yes","valid name in NCBI","","NCBI 5692","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma brucei non-gambiense group 1","Trypanosoma brucei","yes","valid name in NCBI","","NCBI 5691","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma brucei gambiense group 1","Trypanosoma brucei","yes","valid name in NCBI","","NCBI 5691","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma brucei brucei","Trypanosoma brucei","yes","valid name in NCBI","","NCBI 5702","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","brucei"
"Trypanosoma brucei ssp.","Trypanosoma brucei","yes","valid name in NCBI","","NCBI 5691","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma gambiense","Trypanosoma brucei","yes","valid name in NCBI","","NCBI 31285","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma cervi","Trypanosoma cervi","yes","valid name in NCBI","","NCBI 1321767","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma congolense","Trypanosoma congolense","yes","valid name in NCBI","","NCBI 5692","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma congolese ""savannah type""","Trypanosoma congolense","yes","valid name in NCBI","","NCBI 5692","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma congolese ""forest type""","Trypanosoma congolense","yes","valid name in NCBI","","NCBI 5692","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma congolese","Trypanosoma congolense","yes","valid name in NCBI","","NCBI 5692","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma conorrhini","Trypanosoma conorhini","yes","valid name in NCBI","","NCBI 83891","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma conorhini","Trypanosoma conorhini","yes","valid name in NCBI","","NCBI 83891","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma (Megatrypanum) conorhini","Trypanosoma conorhini","yes","valid name in NCBI","","NCBI 83891","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma cruzi","Trypanosoma cruzi","yes","valid name in NCBI","","NCBI 5693","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosomes cruzi","Trypanosoma cruzi","yes","valid name in NCBI","","NCBI 5693","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Ttrypanosoma (Megatrypanum) cyclops","Trypanosoma cyclops","yes","valid name in NCBI","","NCBI 86330","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma (Megatrypanum) cyclops","Trypanosoma cyclops","yes","valid name in NCBI","","NCBI 86330","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma cyclops","Trypanosoma cyclops","yes","valid name in NCBI","","NCBI 86330","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma devei","Trypanosoma devei","yes","valid name in papers","","","Hoare, C. A. (1972). The trypanosomes of mammals. A zoological monograph.†The trypanosomes of mammals. A zoological monograph.","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosomes devei","Trypanosoma devei","yes","valid name in papers","","","Hoare, C. A. (1972). The trypanosomes of mammals. A zoological monograph.†The trypanosomes of mammals. A zoological monograph.","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma diasi","Trypanosoma diasi","yes","valid name in papers","","","Hoare, C. A. (1972). The trypanosomes of mammals. A zoological monograph.†The trypanosomes of mammals. A zoological monograph.","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma evansi","Trypanosoma evansi","yes","valid name in NCBI","","NCBI 5697","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma forestali","Trypanosoma forestali","yes","valid name in papers","","","Hoare, C. A. (1972). The trypanosomes of mammals. A zoological monograph.†The trypanosomes of mammals. A zoological monograph.","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma hippicum","Trypanosoma hippicum","yes","name in Stuart et al. 1998","","","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma irangiense","Trypanosoma irangiense","yes","valid name in papers","","","Hoare, C. A. (1972). The trypanosomes of mammals. A zoological monograph.†The trypanosomes of mammals. A zoological monograph.","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma lambrechti","Trypanosoma lambrechti","yes","valid name in papers","","","Hoare, C. A. (1972). The trypanosomes of mammals. A zoological monograph.†The trypanosomes of mammals. A zoological monograph.","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma lesourdi","Trypanosoma lesourdi","yes","valid name in papers","","","Hoare, C. A. (1972). The trypanosomes of mammals. A zoological monograph.†The trypanosomes of mammals. A zoological monograph.","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma minasense","Trypanosoma minasense","yes","valid name in NCBI","","NCBI 83893","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosomes minasense","Trypanosoma minasense","yes","valid name in NCBI","","NCBI 83893","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"tres voisin du Trypanosoma minasense","Trypanosoma minasense","yes","valid name in NCBI","","NCBI 83893","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma mycetae","Trypanosoma mycetae","yes","valid in papers","","Waxman et al. 2014","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosomes mycetae","Trypanosoma mycetae","yes","valid in papers","","Waxman et al. 2014","Waxman, D., Weinert, L. A., & Welch, J. J. (2014). Inferring host range dynamics from comparative data: the protozoan parasites of new world monkeys. The American Naturalist, 184(1), 65-74.","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma perodictici","Trypanosoma perodictici","yes","valid name in papers","","","Hoare, C. A. (1972). The trypanosomes of mammals. A zoological monograph.†The trypanosomes of mammals. A zoological monograph.","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma pestanai","Trypanosoma pestanai","yes","valid name in NCBI","","NCBI 78086","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma primatum","Trypanosoma primatum","yes","valid name in papers","","","Hoare, C. A. (1972). The trypanosomes of mammals. A zoological monograph.†The trypanosomes of mammals. A zoological monograph.","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma rangeli","Trypanosoma rangeli","yes","valid name in NCBI","","NCBI 5698","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma saimirii","Trypanosoma rangeli","yes","synonym of Trypanosoma rangeli, a valid name in NCBI","","NCBI ID for T rangeli 5698; Ziccardi et al. 2005","Ziccardi, M., de Oliveira, R. L., Alves, M. C., & Ferreira da Cruz, M. D. F. (2005). Trypanosoma saimirii Rodhain, a junior synonym of Trypanosoma rangeli Tejera. Journal of Parasitology, 91(3), 653-656.","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosomes rangeli","Trypanosoma rangeli","yes","valid name in NCBI","","NCBI 5698","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosomes saimirii","Trypanosoma rangeli","yes","synonym of Trypanosoma rangeli, a valid name in NCBI","","NCBI ID for T rangeli 5698; Ziccardi et al. 2005","Ziccardi, M., de Oliveira, R. L., Alves, M. C., & Ferreira da Cruz, M. D. F. (2005). Trypanosoma saimirii Rodhain, a junior synonym of Trypanosoma rangeli Tejera. Journal of Parasitology, 91(3), 653-656.","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma saimiri","Trypanosoma rangeli","yes","synonym of Trypanosoma rangeli, a valid name in NCBI","","NCBI ID for T rangeli 5698; Ziccardi et al. 2005","Ziccardi, M., de Oliveira, R. L., Alves, M. C., & Ferreira da Cruz, M. D. F. (2005). Trypanosoma saimirii Rodhain, a junior synonym of Trypanosoma rangeli Tejera. Journal of Parasitology, 91(3), 653-656.","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma saimirii-like","Trypanosoma rangeli","yes","synonym of Trypanosoma rangeli, a valid name in NCBI","","NCBI ID for T rangeli 5698; Ziccardi et al. 2005","Ziccardi, M., de Oliveira, R. L., Alves, M. C., & Ferreira da Cruz, M. D. F. (2005). Trypanosoma saimirii Rodhain, a junior synonym of Trypanosoma rangeli Tejera. Journal of Parasitology, 91(3), 653-656.","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma sanmartini","Trypanosoma sanmartini","yes","valid name in papers","","","Hoare, C. A. (1972). The trypanosomes of mammals. A zoological monograph.†The trypanosomes of mammals. A zoological monograph.","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma simiae","Trypanosoma simiae","yes","valid name in NCBI","","NCBI 5701","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma sp.","Trypanosoma sp.","no","valid name in NCBI","","NCBI 5690","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Megatrypanum","Trypanosoma sp.","no","Meatrypanum is a subgenus of Trypanosoma","","NCBI 5690","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma","Trypanosoma sp.","no","valid name in NCBI","","NCBI 5690","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma TSD1","Trypanosoma sp. TSD1","yes","valid name in NCBI","","NCBI 857460","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma theileri","Trypanosoma theileri","yes","valid name in NCBI","","NCBI 67003","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma venezuelense","Trypanosoma venezuelense","yes","valid in papers","","Canizales and Guerrero 2013","Canizales, I., & Guerrero, R. (2013). Parasitos y Enfermedades parasitarias del Chig¸ire (Hydrochoerus hydrochaeris).†BoletÌn AcadÈmico Ciencias FÌsicas, Matem·ticas y Naturales,†72(1), 9-22.","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanosoma vivax","Trypanosoma vivax","yes","valid name in NCBI","","NCBI 5699","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypansoma vivax","Trypanosoma vivax","yes","valid name in NCBI","","NCBI 5699","","Protozoa","Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae",""
"Trypanoxyuris (Trypanoxyuris) atelis","Trypanoxyuris atelis","yes","valid name in NCBI","","NCBI 338318","","Helminth","Nematoda","Secernentea","Oxyurida","Oxyuridae",""
"Paraoxyuronema atelis","Trypanoxyuris atelis","yes","valid name in NCBI, synonym from paper","","Solorzano-Garcia et al 2015","SolÛrzano-GarcÌa, B., Nadler, S. A., & de LeÛn, G. P. P. (2015). Trypanoxyuris atelis and T. atelophora (Nematoda: Oxyuridae) in wild spider monkeys (Ateles geoffroyi) in tropical rain forest in Mexico: Morphological and molecular evidence.†Parasitology international,†64(5), 229-235.","Helminth","Nematoda","Secernentea","Oxyurida","Oxyuridae",""
"Trypanoxyuris atelis","Trypanoxyuris atelis","yes","valid name in NCBI","","NCBI 338318","","Helminth","Nematoda","Secernentea","Oxyurida","Oxyuridae",""
"Buckleyenterobius atelis","Trypanoxyuris atelis","yes","synonym (subgenus)","","Hasegawa et al. 2004","Hasegawa, H., Ikeda, Y., de Jes√∫s D√≠az-Aquino, J., & Fukui, D. (2004). Redescription of two pinworms from the black-handed spider monkey, Ateles geoffroyi, with reestablishment of Oxyuronema and Buckleyenterobius (Nematoda: Oxyuroidea). Comparative Parasitology, 71(2), 166-174.","Helminth","Nematoda","Secernentea","Oxyurida","Oxyuridae",""
"Oxyuronema atelophorum","Trypanoxyuris atelophora","yes","valid name and synonym from NCBI","","NCBI 1630203","","Helminth","Nematoda","Secernentea","Oxyurida","Oxyuridae",""
"Trypanoxyuris brachyteles","Trypanoxyuris brachytelesi","yes","misspelling","","Stuart et al. 2011","STUART, M. D., STRiER, K. B., & PiERBERG, S. M. (2011). A Coprological Survey of Parasites of Wild Muriquis, Brachyteles arachnoides, and Brown Howling Monkeys, Alouatta fusca. Journal of the Helminthological Society of Washington.","Helminth","Nematoda","Secernentea","Oxyurida","Oxyuridae",""
"Trypanoxyuris callicebi","Trypanoxyuris callicebi","yes","valid in papers","","Hugot 1999","Hugot, J. P. (1999). Primates and their pinworm parasites: the Cameron hypothesis revisited. Systematic Biology, 48(3), 523-546.","Helminth","Nematoda","Secernentea","Oxyurida","Oxyuridae",""
