"ParasiteReportedName","ParasiteCorrectedName","HasBinomialName","NameObservations","FLAG","NameID","NameCitation","ParType","ParPhylum","ParClass","ParOrder","ParFamily","StrainorSubsps"
"Euparyphium melis","Euparyphium melis","yes","valid name in NCBI","","NCBI 99739","","Helminth","Platyhelminthes","Trematoda","Echinostomida","Echinostomatidae",""
"Euparyphium sp.","Euparyphium sp.","no","valid name in NCBI","","NCBI 99738","","Helminth","Platyhelminthes","Trematoda","Echinostomida","Echinostomatidae",""
"Euryhelmis costaricensis","Euryhelmis costaricensis","yes","valid name in NCBI","","NCBI 676601","","Helminth","Platyhelminthes","Trematoda","Opisthorchiida","Heterophyidae",""
"Euryhelmis pacificus","Euryhelmis pacifica","yes","Nothing outside of papers likely in GMPD","",NA,"Bowman, D. D., Hendrix, C. M., Lindsay, D. S., & Barr, S. C. (2008).†Feline clinical parasitology. John Wiley & Sons.","Helminth","Platyhelminthes","Trematoda","Opisthorchiida","Heterophyidae",""
"Euryhelmis squamala","Euryhelmis squamula","yes","valid name in GBIF","","GBIF ID 2505522","","Helminth","Platyhelminthes","Trematoda","Opisthorchiida","Heterophyidae",""
"Euryhelmis squamula","Euryhelmis squamula","yes","valid name in GBIF","","GBIF ID 2505522","","Helminth","Platyhelminthes","Trematoda","Opisthorchiida","Heterophyidae",""
"Eurytrema procyonis","Eurytrema procyonis","yes","valid in papers","","Monello, R. J., & Gompper, M. E. ","Monello, R. J., & Gompper, M. E. (2011). Effects of resource availability and social aggregation on the species richness of raccoon endoparasite infracommunities.†Oikos,†120(9), 1427-1433.","Helminth","Platyhelminthes","Trematoda","Plagiorchiida","Dicrocoeliidae",""
"Euretrema sp.","Eurytrema sp.","no","valid name in NCBI","","NCBI 374590","","Helminth","Platyhelminthes","Trematoda","Plagiorchiida","Dicrocoeliidae",""
"Eurytrema sp.","Eurytrema sp.","no","valid name in NCBI","","NCBI 374590","","Helminth","Platyhelminthes","Trematoda","Plagiorchiida","Dicrocoeliidae",""
"Euschoengastia sp.","Euschoengastia sp.","no","valid in papers","","Easton and Krantz 1973","Easton, E. R., & Krantz, G. W. (1973). A Euschoengastia species (Acari: Trombiculidae) of possible medical and veterinary importance in Oregon.†Journal of medical entomology,†10(2), 225-226.","Arthropod","Athropoda","Arachnida","Parasitengona","Trombiculidae",""
"Eustrongylides sp.","Eustrongylides sp.","no","valid name in NCBI","","NCBI 513041","","Helminth","Nematoda","Secernentea","Ascaridida","Dioctophymatidae",""
"Eutrombicula","Eutrombicula sp.","no","valid name in NCBI","","NCBI 1712447","","Arthropod","Arthropoda","Arachnida","Parasitengona","Trombiculidae",""
"Eutrombicula splendens","Eutrombicula splendens","yes","valid name in papers","","Johnston and Wacker 1967","Johnston, D. E., & Wacker, R. R. (1967). Observations on postembryonic development in Eutrombicula splendens (Acari-Acariformes).†Journal of medical entomology,†4(3), 306-310.","Arthropod","Arthropoda","Arachnida","Parasitengona","Trombiculidae",""
"Fasciola gigantica","Fasciola gigantica","yes","valid name in NCBI","","NCBI 46835","","Helminth","Platyhelminthes","Trematoda","Echinostomida","Fasciolidae",""
"Fasciola hepatica","Fasciola hepatica","yes","valid name in NCBI","","NCBI 6192","","Helminth","Platyhelminthes","Trematoda","Echinostomida","Fasciolidae",""
"Fasciola","Fasciola sp.","no","valid name in NCBI","","NCBI 6191","","Helminth","Platyhelminthes","Trematoda","Echinostomatida","Fasciolidae",""
"Fasciola spp.","Fasciola sp.","no","valid name in NCBI","","NCBI 6191","","Helminth","Platyhelminthes","Trematoda","Echinostomatida","Fasciolidae",""
"Fasciola sp.","Fasciola sp.","no","valid name in NCBI","","NCBI 6191","","Helminth","Platyhelminthes","Trematoda","Echinostomida","Fasciolidae",""
